id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,splt_direction,splt_ps,splt_piat_ms,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,udps.queryType,udps.rspType,udps.flags,udps.uri,udps.method,udps.host,udps.url
10,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",60562,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",3128,6,4,0,1313403329156,1313403329156,0,3,194,1313403329156,1313403329156,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP_Proxy","Web",1,"","","","","",0,0,"","",0,"",""
11,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",53496,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",6588,6,4,0,1313403329156,1313403329157,1,3,194,1313403329156,1313403329156,0,1,74,1313403329157,1313403329157,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.5,0.7071067811865476,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 0, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
12,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",58510,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",80,6,4,0,1313403329156,1313403329157,1,3,194,1313403329156,1313403329156,0,1,74,1313403329157,1313403329157,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.5,0.7071067811865476,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP","Web",1,"","","","","",0,0,"","",0,"",""
13,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",34388,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8080,6,4,0,1313403329157,1313403329157,0,3,194,1313403329157,1313403329157,0,1,74,1313403329157,1313403329157,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP_Proxy","Web",1,"","","","","",0,0,"","",0,"",""
14,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",38379,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",9000,6,4,0,1313403329160,1313403329165,5,3,194,1313403329160,1313403329160,0,1,74,1313403329160,1313403329165,5,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,2.5,3.5355339059327378,5,0,0.0,0.0,0,5,5.0,0.0,5,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 5, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
15,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",42000,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",10080,6,4,0,1313403329160,1313403329229,69,3,194,1313403329160,1313403329160,0,1,74,1313403329160,1313403329229,69,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,34.5,48.79036790187178,69,0,0.0,0.0,0,69,69.0,0.0,69,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 69, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
16,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",41426,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",4480,6,4,0,1313403329160,1313403329261,101,3,194,1313403329160,1313403329160,0,1,74,1313403329160,1313403329261,101,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,50.5,71.4177848998413,101,0,0.0,0.0,0,101,101.0,0.0,101,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 101, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
17,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",47813,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",4480,6,4,0,1313403329160,1313403329357,197,3,194,1313403329160,1313403329160,0,1,74,1313403329160,1313403329357,197,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,98.5,139.30003589374985,197,0,0.0,0.0,0,197,197.0,0.0,197,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 197, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
18,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",48958,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",1025,6,4,0,1313403329160,1313403329453,293,3,194,1313403329160,1313403329160,0,1,74,1313403329160,1313403329453,293,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,146.5,207.18228688765842,293,0,0.0,0.0,0,293,293.0,0.0,293,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 293, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
19,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",37034,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",9100,6,4,0,1313403329160,1313403329741,581,3,194,1313403329160,1313403329160,0,1,74,1313403329161,1313403329741,580,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,1,290.5,409.414826307011,580,0,0.0,0.0,0,580,580.0,0.0,580,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 580, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
20,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",36760,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",23,6,4,0,1313403329160,1313403329805,645,3,194,1313403329160,1313403329160,0,1,74,1313403329161,1313403329805,644,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,1,322.5,454.66966030295004,644,0,0.0,0.0,0,644,644.0,0.0,644,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 644, -1, -1, -1, -1, -1, -1, -1]","Telnet","RemoteAccess",1,"","","","","",0,0,"","",0,"",""
21,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",45734,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",808,6,4,0,1313403329160,1313403329837,677,3,194,1313403329160,1313403329160,0,1,74,1313403329161,1313403329837,676,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,1,338.5,477.29707730091957,676,0,0.0,0.0,0,676,676.0,0.0,676,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 676, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
22,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",40791,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",1080,6,4,0,1313403329160,1313403329869,709,3,194,1313403329160,1313403329160,0,1,74,1313403329161,1313403329869,708,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,1,354.5,499.9244942988891,708,0,0.0,0.0,0,708,708.0,0.0,708,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 708, -1, -1, -1, -1, -1, -1, -1]","SOCKS","Web",1,"","","","","",0,0,"","",0,"",""
23,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",55246,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",1025,6,4,0,1313403329161,1313403329965,804,3,194,1313403329161,1313403329161,0,1,74,1313403329161,1313403329965,804,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,402.0,568.5138520739843,804,0,0.0,0.0,0,804,804.0,0.0,804,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 804, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
24,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",54252,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",6588,6,4,0,1313403329161,1313403329997,836,3,194,1313403329161,1313403329161,0,1,74,1313403329161,1313403329997,836,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,418.0,591.1412690719537,836,0,0.0,0.0,0,836,836.0,0.0,836,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 836, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
25,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",36958,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",80,6,4,0,1313403329161,1313403330125,964,3,194,1313403329161,1313403329161,0,1,74,1313403329161,1313403330125,964,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,482.0,681.6509370638319,964,0,0.0,0.0,0,964,964.0,0.0,964,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 964, -1, -1, -1, -1, -1, -1, -1]","HTTP","Web",1,"","","","","",0,0,"","",0,"",""
26,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",56660,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8080,6,4,0,1313403329161,1313403330189,1028,3,194,1313403329161,1313403329161,0,1,74,1313403329161,1313403330189,1028,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,514.0,726.9057710597708,1028,0,0.0,0.0,0,1028,1028.0,0.0,1028,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 1028, -1, -1, -1, -1, -1, -1, -1]","HTTP_Proxy","Web",1,"","","","","",0,0,"","",0,"",""
27,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",56791,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8081,6,4,0,1313403329161,1313403330221,1060,3,194,1313403329161,1313403329161,0,1,74,1313403329161,1313403330221,1060,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,530.0,749.5331880577404,1060,0,0.0,0.0,0,1060,1060.0,0.0,1060,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 1060, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
28,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",34230,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",9090,6,4,0,1313403329161,1313403330349,1188,3,194,1313403329161,1313403329161,0,1,74,1313403329161,1313403330349,1188,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,594.0,840.0428560496184,1188,0,0.0,0.0,0,1188,1188.0,0.0,1188,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 1188, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
29,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",37777,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8000,6,4,0,1313403329162,1313403330509,1347,3,194,1313403329162,1313403329162,0,1,74,1313403329162,1313403330509,1347,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,673.5,952.4728342582795,1347,0,0.0,0.0,0,1347,1347.0,0.0,1347,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 1347, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
30,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",39831,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",3246,6,4,0,1313403329162,1313403330541,1379,3,194,1313403329162,1313403329162,0,1,74,1313403329162,1313403330541,1379,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,689.5,975.1002512562491,1379,0,0.0,0.0,0,1379,1379.0,0.0,1379,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 1379, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
